name,voteCount,rating,address,cusine,cost,timing,lat,long
South Indian Snacks,Cuisines:,-,"2A, Rani Sankari Lane, Kalighat, Kolkata",Biryani,₹200,11am – 11pm (Mon-Sun),22.524847,88.3446811
Eat & Repeat,Cuisines:,NEW,"72/2, Bon Bihari Bose Road, Bali - Howrah Municipal Corporation, GT Road, Howrah",Biryani,₹300,12noon – 10pm (Mon-Sun),22.52704085,88.0836686
Numa Fung,Cuisines:,NEW,"City Center 1, Exit Gate, Sector 1, Salt Lake, Kolkata","Thai, Asian, Chinese, Desserts, Beverages",₹500,11am – 11pm (Mon-Sun),22.5891409,88.408347
Rita's Cafe,Cuisines:,-,"26/M, Duttabad Road, Sector 3, Salt Lake, Kolkata","Thai, Asian, Chinese, Desserts, Beverages",₹150,6pm – 2am (Mon-Sun),22.64799885,87.81317945
Kahon,15 votes,3.3,"214, Jodhpur Garden Colony, Jodhpur Park, Kolkata","Chinese, Bengali, Continental",₹200,"10am – 3pm (Mon),10am – 3pm, 6pm – 11pm (Tue-Sun)",22.5033915,88.3608367
Nandu's Kitchen,Cuisines:,NEW,"29, Jodhpur Park, Kolkata","Chinese, Bengali, Continental",₹150,11am – 11pm (Mon-Sun),22.508019,88.3659459
Sonamoni,Cuisines:,NEW,"20/1, Triangular Park, Sahapur Colony, New Alipore, Kolkata","Biryani, Rolls",₹200,11am – 11pm (Mon-Sun),22.3799578,87.3109682
Nanikhazana,Cuisines:,-,"98, Bosepukur Purba Para, Kasba, Kolkata","Cafe, Fast Food",₹400,11am – 11pm (Mon-Sun),22.5164172,88.3882049
Bake India,Cuisines:,NEW,"P-169, Main Road, Ultadanga, Kolkata","Cafe, Fast Food",₹300,10am – 10:30pm (Mon-Sun),22.5900771,88.391931
Bake Street,4 votes,3.1,"147A, Muktaram Babu Street, College Street, Kolkata","Bakery, Desserts",₹200,8am – 10pm (Mon-Sun),22.5828625,88.3641794
Shewly's Kitchen,Cuisines:,-,"6/A, Kirtibas Lane, Kalighat Circus Avenue, Kalighat, Kolkata","Bakery, Desserts",₹250,7am – 12midnight (Mon-Sun),22.387312,87.3145079
Bellycacy Express,Cuisines:,NEW,"20, Hindustan Park, Gariahat, Kolkata","North Indian, Chinese, Continental",₹300,8am – 11pm (Mon-Sun),22.518844,88.364088
New Chacha Hindu Hotel,Cuisines:,-,"1/4, I C Bose Road, Howrah Station Area, Howrah","North Indian, Chinese, Continental",₹400,7am – 12midnight (Mon-Sun),22.3909989,87.32251695
The Bangasree,Cuisines:,,"28, Deshpran Sasmal Road, Tollygunge, Kolkata",Chinese,₹200,,22.504998,88.345271
The Crisp House,Cuisines:,NEW,"3/49, Azadgarh Road, Regent Colony, Tollygunge, Kolkata","North Indian, Chinese, Bengali, Street Food, Rolls",₹200,11am – 12midnight (Mon-Sun),22.3869849,87.26558225
Curry To Carry,Cuisines:,-,"432, Shreeparna Apartment, Parnasree, Behala, Kolkata","North Indian, Chinese, Bengali, Street Food, Rolls",₹300,11am – 10pm (Mon-Sun),22.5249039,88.3632832
Fang's Express Fast Food,14 votes,3.3,"21 A, Atal Sur Road, Tangra, Kolkata","Pizza, Beverages",₹400,"12noon – 3pm, 6pm – 10pm (Mon-Sun)",22.550172,88.381816
Saba Shimla Biriyani,Cuisines:,-,"54/8B, DC Dey, Tangra, Kolkata","Pizza, Beverages",₹250,11am – 1am (Mon-Sun),22.94494465,87.87153105
New Arsalan Biryani,40 votes,3.4,"6C, Mukundpur, Near Indian Overseas Bank & Daspara Bridge, Ruby Hospital Area, Kolkata","Cafe, Bakery",₹200,12:30pm – 10:30pm (Mon-Sun),22.49071,88.4101448
Calcutta Cutting,15 votes,3.3,"893, Near SBI, Kalikapur, Kolkata","Cafe, Bakery",₹400,11am – 11pm (Mon-Sun),22.50549725,88.39808975
Masque Lounge & Bar,206 votes,3.6,"3rd Floor, Silver Spring Arcade, E.M. Bypass, Science City Area, Kolkata",Cafe,"₹1,500",2pm – 12midnight (Mon-Sun),22.5491045,88.400371
Biriyani Parlour,10 votes,3,"46 B, Ward 119, Gholeshapur Railway Colony, Behala, Kolkata","Bakery, Desserts",₹300,1pm – 10pm (Mon-Sun),22.5047705,88.3217235
Lazeez Express,6 votes,2.9,"24, Southern Avenue, Lake Range, Kalighat, Kolkata","Bakery, Desserts",₹500,12noon – 11pm (Mon-Sun),22.5131874,88.3479058
Quality Fast Food,42 votes,3.2,"16, Atal Sur Road, Tangra, Kolkata","Biryani, North Indian",₹400,5pm – 10pm (Mon-Sun),22.5502014,88.3817483
Pandey Maggie,17 votes,3.5,"22/1, Madan Chatterjee Lane, Girish Park, Kolkata","Biryani, North Indian",₹200,8am – 10pm (Mon-Sun),22.68141715,87.790453
Maa Ki Rasoi,Cuisines:,-,"3, 3rd Floor, Hari Das Dawn Road, New Alipore, Kolkata","Chinese, North Indian, Street Food",₹250,"7am – 10pm (Mon-Fri),7am – 10:30pm (Sat-Sun)",22.50875415,88.33129955
South Indian Flavour,Cuisines:,-,"93, Tollygunge Circular Road, New Alipore, Kolkata","Chinese, North Indian, Street Food",₹100,11am – 10:30pm (Mon-Sun),22.5082116,88.3334679
Sakti Sweets,Cuisines:,-,"619, Diamond Harbour Road, Behala, Kolkata","Chinese, North Indian",₹100,7:30am – 10pm (Mon-Sun),22.4954351,88.3167743
Biriyaniwalla & Co,Cuisines:,-,"23, Tara Shankar Sarani, Belgachia, Paikpara, Kolkata","Chinese, North Indian",₹200,12noon – 11pm (Mon-Sun),22.608783,88.3797459
Rimrocks Restaurant,Cuisines:,-,"11/1C/1, Glorious Rimrock Palace, East Topsia Road, Near Osaa Fashion, Topsia, Kolkata","Chinese, North Indian, Rolls",₹700,11am – 10:30pm (Mon-Sun),22.4248511,87.3275792
Momo Mia,Cuisines:,-,"VIP Road, Sector 1, Salt Lake, Kolkata","Chinese, North Indian, Rolls",₹300,8am – 10pm (Mon-Sun),22.5999587,88.4071647
Mamamomo,99 votes,3.9,"50/A, Ground Floor, Block C, Raj Veena Apartment, New Alipore, Kolkata","North Indian, Seafood, Lebanese, Fast Food",₹300,12noon – 10pm (Mon-Sun),22.59687205,87.32743455
R-Ektu,Cuisines:,NEW,"51, Collage Road, Andul Road, Howrah","North Indian, Fast Food, Chinese, Desserts, Beverages, Mithai",₹200,11am – 11pm (Mon-Sun),22.55024665,88.31498655
Fried N Grill,Cuisines:,-,"12/2B, Chowbaga Road, Picnic Garden, Kolkata","North Indian, Fast Food, Chinese, Desserts, Beverages, Mithai",₹400,12noon – 2am (Mon-Sun),22.5183089,87.3626901
Ab's Sorisha,Cuisines:,-,"5, Dakshindari Road, Block 5, Nehru Colony, Dakshindari, Ultadanga, Kolkata",Bengali,₹200,"12noon – 3pm, 6pm – 11:30pm (Mon-Sun)",22.5983354,88.3946316
Only Veg,Cuisines:,-,"195, Block J, New Alipore, Kolkata",Bengali,₹300,2pm – 11:30pm (Mon-Sun),22.512352,88.327745
Haji'Mz,Cuisines:,-,"P-112, Regent Estate, Jadavpur, Kolkata",Chinese,₹400,11am – 12midnight (Mon-Sun),22.485365,88.3688468
Alishan Fast Food Centre,Cuisines:,NEW,"22/3/H/5, Raja Manindra Road, Paikpara, Kolkata",Chinese,₹400,5pm – 11pm (Mon-Sun),22.68141715,87.790453
INOX South City Bar,Cuisines:,-,"2nd Floor, South City Mall, 375 Prince Anwar Shah Road, Kolkata","Continental, Mughlai, Biryani, Chinese, Thai","₹1,000",11am – 11pm (Mon-Sun),22.5015119,88.361723
Abdul Biryani,Cuisines:,,"47 B, Kustia, Masjid Bari Lane, Picnic Garden, Kolkata",Mishti,₹200,,22.534012,88.380063
Shawarma Delights,23 votes,3.3,"506, Shibpur, Howrah",Mishti,₹250,12noon – 11pm (Mon-Sun),22.56569875,88.3185726
Banana Leaf,311 votes,3.8,"P 264C, Hemanta Mukhopadhyay Sarani. Near Vivekananda Park, Southern Avenue, Kolkata","Asian, Chinese",₹400,8am – 10pm (Mon-Sun),22.5151668,88.3593491
Babuana,51 votes,3.2,"Andul Bus Stand, Andul Mouri, Sankrail, Andul Road, Howrah","Asian, Chinese",₹500,11am – 11pm (Mon-Sun),22.58446545,88.25142
